id	taluk	city_id	country_id	pin_code_id	state_id
35674	Portblair	South Andaman	IND	744112	ANDAMAN & NICOBAR ISLANDS
35675	Portblair	South Andaman	IND	744102	ANDAMAN & NICOBAR ISLANDS
35676	Portblair	South Andaman	IND	744101	ANDAMAN & NICOBAR ISLANDS
35677	Portblair	South Andaman	IND	744103	ANDAMAN & NICOBAR ISLANDS
35678	Port Blair	South Andaman	IND	744101	ANDAMAN & NICOBAR ISLANDS
35679	Port  Blair	South Andaman	IND	744104	ANDAMAN & NICOBAR ISLANDS
35680	Rangat	North And Middle Andaman	IND	744201	ANDAMAN & NICOBAR ISLANDS
35681	Ferrargunj	South Andaman	IND	744107	ANDAMAN & NICOBAR ISLANDS
35682	Nancowrie	Nicobar	IND	744302	ANDAMAN & NICOBAR ISLANDS
35683	Carnicobar	Nicobar	IND	744301	ANDAMAN & NICOBAR ISLANDS
35684	Diglipur	North And Middle Andaman	IND	744202	ANDAMAN & NICOBAR ISLANDS
35685	Port Blair	South Andaman	IND	744105	ANDAMAN & NICOBAR ISLANDS
35686	Port Blair	South Andaman	IND	744102	ANDAMAN & NICOBAR ISLANDS
35687	Port Blair	South Andaman	IND	744211	ANDAMAN & NICOBAR ISLANDS
35688	Hut Bay	South Andaman	IND	744207	ANDAMAN & NICOBAR ISLANDS
35689	Port Blair	South Andaman	IND	744103	ANDAMAN & NICOBAR ISLANDS
35690	Rangat	North And Middle Andaman	IND	744209	ANDAMAN & NICOBAR ISLANDS
35691	Nancowrie	Nicobar	IND	744304	ANDAMAN & NICOBAR ISLANDS
35692	Rangat	North And Middle Andaman	IND	744203	ANDAMAN & NICOBAR ISLANDS
35693	Mayabander	North And Middle Andaman	IND	744204	ANDAMAN & NICOBAR ISLANDS
35694	Nancowrie	Nicobar	IND	744303	ANDAMAN & NICOBAR ISLANDS
35695	Port Blair	North And Middle Andaman	IND	744210	ANDAMAN & NICOBAR ISLANDS
35696	Rangat	North And Middle Andaman	IND	744205	ANDAMAN & NICOBAR ISLANDS
35697	Port Blair	South Andaman	IND	744106	ANDAMAN & NICOBAR ISLANDS
35698	Ferrargunj	South Andaman	IND	744206	ANDAMAN & NICOBAR ISLANDS
35699	Ferrargunj	South Andaman	IND	744103	ANDAMAN & NICOBAR ISLANDS
35700	Ferrargunj	South Andaman	IND	744105	ANDAMAN & NICOBAR ISLANDS
35701	Port Blair	South Andaman	IND	744104	ANDAMAN & NICOBAR ISLANDS
35702	Mayabander	North And Middle Andaman	IND	744201	ANDAMAN & NICOBAR ISLANDS
35703	Nancorie	Nicobar	IND	744302	ANDAMAN & NICOBAR ISLANDS
35704	Carnicobar	Nicobar	IND	744303	ANDAMAN & NICOBAR ISLANDS
35705	Kurnool	Kurnool	IND	518004	ANDHRA PRADESH
35706	Kurnool	Kurnool	IND	518002	ANDHRA PRADESH
35707	Kurnool	Kurnool	IND	518001	ANDHRA PRADESH
35708	Kurnool	Kurnool	IND	518003	ANDHRA PRADESH
35709	Kurnool	Kurnool	IND	518006	ANDHRA PRADESH
35710	Kurnool	Kurnool	IND	518302	ANDHRA PRADESH
35711	Adoni	Kurnool	IND	518301	ANDHRA PRADESH
35712	Kurnool	Kurnool	IND	518395	ANDHRA PRADESH
35713	Kurnool	Kurnool	IND	518347	ANDHRA PRADESH
35714	Kurnool	Kurnool	IND	518348	ANDHRA PRADESH
35715	Kurnool	Kurnool	IND	518333	ANDHRA PRADESH
35716	Kurnool	Kurnool	IND	518346	ANDHRA PRADESH
35717	Kurnool	Kurnool	IND	518308	ANDHRA PRADESH
35718	Kurnool	Kurnool	IND	518350	ANDHRA PRADESH
35719	Kurnool	Kurnool	IND	518344	ANDHRA PRADESH
35720	Kurnool	Kurnool	IND	518385	ANDHRA PRADESH
35721	Kurnool	Kurnool	IND	518345	ANDHRA PRADESH
35722	Kurnool	Kurnool	IND	518343	ANDHRA PRADESH
35723	Kurnool	Kurnool	IND	518396	ANDHRA PRADESH
35724	Pattikonda	Kurnool	IND	518380	ANDHRA PRADESH
35725	Kurnool	Kurnool	IND	518323	ANDHRA PRADESH
35726	Kurnool	Kurnool	IND	518390	ANDHRA PRADESH
35727	Kurnool	Kurnool	IND	518360	ANDHRA PRADESH
35728	Adoni	Kurnool	IND	518360	ANDHRA PRADESH
35729	Kurnool	Kurnool	IND	518533	ANDHRA PRADESH
35730	Kurnool	Kurnool	IND	518313	ANDHRA PRADESH
35731	Kurnool	Kurnool	IND	518422	ANDHRA PRADESH
35732	Kurnool	Kurnool	IND	518462	ANDHRA PRADESH
35733	Kurnool	Kurnool	IND	518599	ANDHRA PRADESH
35734	Kurnool	Kurnool	IND	518432	ANDHRA PRADESH
35735	Kurnool	Kurnool	IND	518206	ANDHRA PRADESH
35736	Kurnool	Kurnool	IND	518465	ANDHRA PRADESH
35737	Kurnool	Kurnool	IND	518222	ANDHRA PRADESH
35738	Kurnool	Kurnool	IND	518225	ANDHRA PRADESH
35739	Kurnool	Kurnool	IND	518508	ANDHRA PRADESH
35740	Kurnool	Kurnool	IND	518452	ANDHRA PRADESH
35741	Gonegandla	Kurnool	IND	518463	ANDHRA PRADESH
35742	Kurnool	Kurnool	IND	518466	ANDHRA PRADESH
35743	Kurnool	Kurnool	IND	518220	ANDHRA PRADESH
35744	Kodumur	Kurnool	IND	518464	ANDHRA PRADESH
35745	Kurnool	Kurnool	IND	518411	ANDHRA PRADESH
35746	Kurnool	Kurnool	IND	518467	ANDHRA PRADESH
35747	Kurnool	Kurnool	IND	518405	ANDHRA PRADESH
35748	Kurnool	Kurnool	IND	518401	ANDHRA PRADESH
35749	Kurnool	Kurnool	IND	518442	ANDHRA PRADESH
35750	Peapally	Kurnool	IND	518221	ANDHRA PRADESH
35751	Kurnool	Kurnool	IND	518468	ANDHRA PRADESH
35752	Pagidyala	Kurnool	IND	518412	ANDHRA PRADESH
35753	Kurnool	Kurnool	IND	518598	ANDHRA PRADESH
35754	Kurnool	Kurnool	IND	518101	ANDHRA PRADESH
35755	Srisailam	Kurnool	IND	518102	ANDHRA PRADESH
35756	Kurnool	Kurnool	IND	518218	ANDHRA PRADESH
35757	Kurnool	Kurnool	IND	518216	ANDHRA PRADESH
35758	Kurnool	Kurnool	IND	518010	ANDHRA PRADESH
35759	Kurnool	Kurnool	IND	518005	ANDHRA PRADESH
35760	Krishna	Krishna	IND	521180	ANDHRA PRADESH
35761	Krishna	Krishna	IND	521250	ANDHRA PRADESH
35762	Vijayawada (Urban)	Krishna	IND	520008	ANDHRA PRADESH
35763	Krishna	Krishna	IND	521229	ANDHRA PRADESH
35764	Krishna	Krishna	IND	521246	ANDHRA PRADESH
35765	Krishna	Krishna	IND	521164	ANDHRA PRADESH
35766	Krishna	Krishna	IND	521228	ANDHRA PRADESH
35767	Krishna	Krishna	IND	521457	ANDHRA PRADESH
35768	Vuyyuru	Krishna	IND	521165	ANDHRA PRADESH
35769	Vijayawada (Urban)	Krishna	IND	520011	ANDHRA PRADESH
38323	NA	Cachar	IND	788115	ASSAM
35770	Krishna	Krishna	IND	521256	ANDHRA PRADESH
35771	Krishna	Krishna	IND	521247	ANDHRA PRADESH
35772	Krishna	Krishna	IND	521183	ANDHRA PRADESH
35773	Krishna	Krishna	IND	521107	ANDHRA PRADESH
35774	Krishna	Krishna	IND	521230	ANDHRA PRADESH
35775	Krishna	Krishna	IND	521185	ANDHRA PRADESH
35776	Krishna	Krishna	IND	521212	ANDHRA PRADESH
35777	Krishna	Krishna	IND	521286	ANDHRA PRADESH
35778	Krishna	Krishna	IND	521190	ANDHRA PRADESH
35779	Vijayawada (Urban)	Krishna	IND	520003	ANDHRA PRADESH
35780	Krishna	Krishna	IND	521241	ANDHRA PRADESH
35781	Krishna	Krishna	IND	521163	ANDHRA PRADESH
35782	Vijayawada (Urban)	Krishna	IND	520001	ANDHRA PRADESH
35783	Ibrahimpatnam	Krishna	IND	521456	ANDHRA PRADESH
35784	Krishna	Krishna	IND	521402	ANDHRA PRADESH
35785	Krishna	Krishna	IND	521170	ANDHRA PRADESH
35786	Krishna	Krishna	IND	521165	ANDHRA PRADESH
35787	Vijayawada (Urban)	Krishna	IND	520002	ANDHRA PRADESH
35788	Vijayawada (Urban)	Krishna	IND	520007	ANDHRA PRADESH
35789	Vijayawada (Urban)	Krishna	IND	520010	ANDHRA PRADESH
35790	Vijayawada (Urban)	Krishna	IND	520004	ANDHRA PRADESH
35791	Krishna	Krishna	IND	521151	ANDHRA PRADESH
35792	Vijayawada (Urban)	Krishna	IND	520013	ANDHRA PRADESH
35793	Vuyyuru	Krishna	IND	521153	ANDHRA PRADESH
35794	Vijayawada	Krishna	IND	521104	ANDHRA PRADESH
35795	Krishna	Krishna	IND	521139	ANDHRA PRADESH
35796	Krishna	Krishna	IND	521137	ANDHRA PRADESH
35797	Vijayawada (Rural)	Krishna	IND	521108	ANDHRA PRADESH
35798	Krishna	Krishna	IND	521403	ANDHRA PRADESH
35799	Krishna	Krishna	IND	521401	ANDHRA PRADESH
35800	Krishna	Krishna	IND	521109	ANDHRA PRADESH
35801	Krishna	Krishna	IND	521235	ANDHRA PRADESH
35802	Krishna	Krishna	IND	521110	ANDHRA PRADESH
35803	Krishna	Krishna	IND	521245	ANDHRA PRADESH
35804	Vijayawada (Urban)	Krishna	IND	520012	ANDHRA PRADESH
35805	Vijayawada (Urban)	Krishna	IND	520015	ANDHRA PRADESH
35806	Krishna	Krishna	IND	521211	ANDHRA PRADESH
35807	Krishna	Krishna	IND	521102	ANDHRA PRADESH
35808	Krishna	Krishna	IND	521182	ANDHRA PRADESH
35809	Krishna	Krishna	IND	521178	ANDHRA PRADESH
35810	Krishna	Krishna	IND	521101	ANDHRA PRADESH
35811	Krishna	Krishna	IND	521225	ANDHRA PRADESH
35812	Krishna	Krishna	IND	521456	ANDHRA PRADESH
35813	Krishna	Krishna	IND	521175	ANDHRA PRADESH
35814	Krishna	Krishna	IND	521181	ANDHRA PRADESH
35815	Krishna	Krishna	IND	521227	ANDHRA PRADESH
35816	Bapatla	Guntur	IND	522329	ANDHRA PRADESH
35817	Kothapeta Taluk	East Godavari	IND	533223	ANDHRA PRADESH
35818	Kothapeta Taluk	East Godavari	IND	533229	ANDHRA PRADESH
35819	Proddatur	Cuddapah	IND	516360	ANDHRA PRADESH
35820	Pulivendla	Cuddapah	IND	516421	ANDHRA PRADESH
35821	Pulivendla	Cuddapah	IND	516484	ANDHRA PRADESH
35822	Kamalapuram	Cuddapah	IND	516289	ANDHRA PRADESH
35823	Pulivendla	Cuddapah	IND	516396	ANDHRA PRADESH
35824	Cuddapah	Cuddapah	IND	516218	ANDHRA PRADESH
35825	Kamalapuram	Cuddapah	IND	516339	ANDHRA PRADESH
35826	Cuddapah	Cuddapah	IND	516216	ANDHRA PRADESH
35827	Pulivedla	Cuddapah	IND	516454	ANDHRA PRADESH
35828	Pulivendla	Cuddapah	IND	516350	ANDHRA PRADESH
35829	Muddanur	Cuddapah	IND	516474	ANDHRA PRADESH
35830	Pulivendla	Cuddapah	IND	516401	ANDHRA PRADESH
35831	Pulivendla	Cuddapah	IND	516329	ANDHRA PRADESH
35832	Cuddapah	Cuddapah	IND	516293	ANDHRA PRADESH
35833	Pulivendla	Cuddapah	IND	516349	ANDHRA PRADESH
35834	Muddanur	Cuddapah	IND	516444	ANDHRA PRADESH
35835	Kamalapuram	Cuddapah	IND	516321	ANDHRA PRADESH
35836	Pulivendla	Cuddapah	IND	516390	ANDHRA PRADESH
35837	Pulivendla	Cuddapah	IND	516391	ANDHRA PRADESH
35838	Muddanur	Cuddapah	IND	516464	ANDHRA PRADESH
35839	Kamalapuram	Cuddapah	IND	516310	ANDHRA PRADESH
35840	Jammalmadugu	Cuddapah	IND	516433	ANDHRA PRADESH
35841	Proddatur	Cuddapah	IND	516431	ANDHRA PRADESH
35842	Proddatur	Cuddapah	IND	516175	ANDHRA PRADESH
35843	Jammalamadugu	Cuddapah	IND	516434	ANDHRA PRADESH
35844	Proddatur	Cuddapah	IND	516362	ANDHRA PRADESH
35845	Proddatur	Cuddapah	IND	516359	ANDHRA PRADESH
35846	Muddanur	Cuddapah	IND	516380	ANDHRA PRADESH
35847	Mylavaram	Cuddapah	IND	516439	ANDHRA PRADESH
35848	Proddatur	Cuddapah	IND	516172	ANDHRA PRADESH
35849	Proddatur	Cuddapah	IND	516173	ANDHRA PRADESH
35850	Jammalamadugu	Cuddapah	IND	516411	ANDHRA PRADESH
35851	Jammalamadugu	Cuddapah	IND	516432	ANDHRA PRADESH
35852	Kamalapuram	Cuddapah	IND	516309	ANDHRA PRADESH
35853	Yerraguntla	Cuddapah	IND	516309	ANDHRA PRADESH
35854	Proddatur	Cuddapah	IND	516361	ANDHRA PRADESH
35855	Proddatur	Cuddapah	IND	516355	ANDHRA PRADESH
35856	Yerraguntla	Cuddapah	IND	516311	ANDHRA PRADESH
35857	Yerraguntla	Cuddapah	IND	516312	ANDHRA PRADESH
35858	NA	Kurnool	IND	518217	ANDHRA PRADESH
35859	Guntur	Guntur	IND	522004	ANDHRA PRADESH
35860	NA	Guntur	IND	522201	ANDHRA PRADESH
35861	Visakhapatnam (Rural)	Visakhapatnam	IND	530048	ANDHRA PRADESH
35862	Repalle	Guntur	IND	522265	ANDHRA PRADESH
35863	Chodavaram	Visakhapatnam	IND	531036	ANDHRA PRADESH
35864	Visakhapatnam (Urban)	Visakhapatnam	IND	530016	ANDHRA PRADESH
35865	Visakhapatnam (Urban)	Visakhapatnam	IND	530020	ANDHRA PRADESH
35866	Visakhapatnam (Urban)	Visakhapatnam	IND	530017	ANDHRA PRADESH
35867	Visakhapatnam (Urban)	Visakhapatnam	IND	530002	ANDHRA PRADESH
35868	Paravada	Visakhapatnam	IND	531019	ANDHRA PRADESH
35869	NA	Visakhapatnam	IND	530052	ANDHRA PRADESH
35870	Pendurthi	Visakhapatnam	IND	530051	ANDHRA PRADESH
35871	Visakhapatnam (Rural)	Visakhapatnam	IND	530049	ANDHRA PRADESH
35872	Tadpatri	Ananthapur	IND	515413	ANDHRA PRADESH
35873	NA	Ananthapur	IND	515722	ANDHRA PRADESH
35874	Etcherla	Srikakulam	IND	532410	ANDHRA PRADESH
35875	Denkada	Vizianagaram	IND	535006	ANDHRA PRADESH
35876	Kurnool	Kurnool	IND	518007	ANDHRA PRADESH
35877	Allagadda	Kurnool	IND	518674	ANDHRA PRADESH
35878	Chapad	Cuddapah	IND	516356	ANDHRA PRADESH
35879	Cuddapah	Cuddapah	IND	516002	ANDHRA PRADESH
35880	Hindupur	Ananthapur	IND	515202	ANDHRA PRADESH
35881	Puttaparthi	Ananthapur	IND	515134	ANDHRA PRADESH
35882	Guntur	Guntur	IND	522005	ANDHRA PRADESH
35883	Denkada	Vizianagaram	IND	535213	ANDHRA PRADESH
35884	Bapatla	Guntur	IND	522102	ANDHRA PRADESH
35885	Visakhapatnam	Visakhapatnam	IND	530003	ANDHRA PRADESH
35886	Visakhapatnam	Visakhapatnam	IND	530001	ANDHRA PRADESH
35887	Visakhapatnam	Visakhapatnam	IND	530022	ANDHRA PRADESH
35888	Visakhapatnam	Visakhapatnam	IND	530002	ANDHRA PRADESH
35889	Visakhapatnam	Visakhapatnam	IND	530004	ANDHRA PRADESH
35890	Visakhapatnam	Visakhapatnam	IND	530016	ANDHRA PRADESH
35891	Visakhapatnam	Visakhapatnam	IND	530012	ANDHRA PRADESH
35892	Visakhapatnam	Visakhapatnam	IND	530008	ANDHRA PRADESH
35893	Visakhapatnam	Visakhapatnam	IND	530009	ANDHRA PRADESH
35894	Visakhapatnam	Visakhapatnam	IND	530007	ANDHRA PRADESH
35895	Visakhapatnam	Visakhapatnam	IND	530005	ANDHRA PRADESH
35896	Visakhapatnam	Visakhapatnam	IND	530014	ANDHRA PRADESH
35897	Visakhapatnam	Visakhapatnam	IND	530032	ANDHRA PRADESH
35898	A.Konduru	Krishna	IND	521226	ANDHRA PRADESH
35899	Nuzvid	Krishna	IND	521202	ANDHRA PRADESH
35900	Visakhapatnam Rural	Visakhapatnam	IND	530009	ANDHRA PRADESH
35901	Tuggali	Kurnool	IND	518349	ANDHRA PRADESH
35902	Jiyyammavalsa	Vizianagaram	IND	535594	ANDHRA PRADESH
35903	Nuzvid	Krishna	IND	521201	ANDHRA PRADESH
35904	Srikalahasti	Chittoor	IND	517645	ANDHRA PRADESH
35905	Nellore	Nellore	IND	524002	ANDHRA PRADESH
35906	Puttaparthy	Ananthapur	IND	515134	ANDHRA PRADESH
35907	Penamaluru Mandal	Krishna	IND	521134	ANDHRA PRADESH
35908	Medikonduru	Guntur	IND	522009	ANDHRA PRADESH
35909	Tekkali Mandal	Srikakulam	IND	532203	ANDHRA PRADESH
35910	Gajuwaka	Visakhapatnam	IND	530053	ANDHRA PRADESH
35911	Amadalavalasa	Srikakulam	IND	532186	ANDHRA PRADESH
35912	Addatigala	East Godavari	IND	533428	ANDHRA PRADESH
35913	Tuni	East Godavari	IND	533401	ANDHRA PRADESH
35914	Sankhavaram	East Godavari	IND	533406	ANDHRA PRADESH
35915	Gollaprolu	East Godavari	IND	533449	ANDHRA PRADESH
35916	Prathipadu	East Godavari	IND	533430	ANDHRA PRADESH
35917	Gollaprolu	East Godavari	IND	533445	ANDHRA PRADESH
35918	Jaggampeta	East Godavari	IND	533435	ANDHRA PRADESH
35919	Kirlampudi	East Godavari	IND	533431	ANDHRA PRADESH
35920	Kotananduru	East Godavari	IND	533407	ANDHRA PRADESH
35921	Kothapalli	East Godavari	IND	533447	ANDHRA PRADESH
35922	Pithapuram	East Godavari	IND	533450	ANDHRA PRADESH
35923	Pithapuram	East Godavari	IND	533433	ANDHRA PRADESH
35924	Peddapuram	East Godavari	IND	533437	ANDHRA PRADESH
35925	Prathipadu	East Godavari	IND	533432	ANDHRA PRADESH
35926	Rajavommangi	East Godavari	IND	533436	ANDHRA PRADESH
35927	Rangampeta	East Godavari	IND	533291	ANDHRA PRADESH
35928	Samalkota	East Godavari	IND	533440	ANDHRA PRADESH
35929	Sankhavaram	East Godavari	IND	533446	ANDHRA PRADESH
35930	Thondangi	East Godavari	IND	533408	ANDHRA PRADESH
35931	Kothapalli	East Godavari	IND	533448	ANDHRA PRADESH
35932	Samalkot	East Godavari	IND	533434	ANDHRA PRADESH
35933	Yeleswaram	East Godavari	IND	533429	ANDHRA PRADESH
35934	Y Ramavaram	East Godavari	IND	533483	ANDHRA PRADESH
35935	Kakinada (Urban)	East Godavari	IND	533005	ANDHRA PRADESH
35936	Kakinada (Urban)	East Godavari	IND	533003	ANDHRA PRADESH
35937	Kakinada (Urban)	East Godavari	IND	533002	ANDHRA PRADESH
35938	Tallarevu	East Godavari	IND	533461	ANDHRA PRADESH
35939	Kakinada (Urban)	East Godavari	IND	533004	ANDHRA PRADESH
35940	Kakinada (Urban)	East Godavari	IND	533001	ANDHRA PRADESH
35941	Kajuluru	East Godavari	IND	533468	ANDHRA PRADESH
35942	Y Ramavaram	East Godavari	IND	533348	ANDHRA PRADESH
35943	Yatapaka	East Godavari	IND	533351	ANDHRA PRADESH
35944	Chintoor Mandal	East Godavari	IND	533347	ANDHRA PRADESH
35945	Yatapaka	East Godavari	IND	533352	ANDHRA PRADESH
35946	Durgi	Guntur	IND	522612	ANDHRA PRADESH
35947	Ipuru	Guntur	IND	522658	ANDHRA PRADESH
35948	Karempudi	Guntur	IND	522614	ANDHRA PRADESH
35949	Narasaraopet	Guntur	IND	522647	ANDHRA PRADESH
35950	Vinukonda	Guntur	IND	522661	ANDHRA PRADESH
35951	Narasaraopet	Guntur	IND	522601	ANDHRA PRADESH
35952	Nekarikallu	Guntur	IND	522615	ANDHRA PRADESH
35953	Nuzendla	Guntur	IND	522660	ANDHRA PRADESH
35954	Narasaraopet	Guntur	IND	522649	ANDHRA PRADESH
35955	Phirangipuram	Guntur	IND	522529	ANDHRA PRADESH
35956	Narasaraopet	Guntur	IND	522603	ANDHRA PRADESH
35957	Rompicherla	Guntur	IND	522617	ANDHRA PRADESH
35958	Nadendla	Guntur	IND	522549	ANDHRA PRADESH
35959	Nuzendla	Guntur	IND	522659	ANDHRA PRADESH
35960	Savalyapuram	Guntur	IND	522646	ANDHRA PRADESH
35961	Vinukonda	Guntur	IND	522657	ANDHRA PRADESH
35962	Vinukonda	Guntur	IND	522647	ANDHRA PRADESH
35963	Narasaraopet	Guntur	IND	522616	ANDHRA PRADESH
35964	Edlapadu	Guntur	IND	522233	ANDHRA PRADESH
35965	Nadendla	Guntur	IND	522619	ANDHRA PRADESH
35966	Chilakaluripet	Guntur	IND	522611	ANDHRA PRADESH
35967	Chilakaluripet	Guntur	IND	522626	ANDHRA PRADESH
35968	Nadendla	Guntur	IND	522234	ANDHRA PRADESH
35969	Atchampet	Guntur	IND	522409	ANDHRA PRADESH
35970	Bellamkonda	Guntur	IND	522411	ANDHRA PRADESH
35971	Sattenapalle	Guntur	IND	522437	ANDHRA PRADESH
35972	Dachepalle	Guntur	IND	522414	ANDHRA PRADESH
35973	Sattenapalle	Guntur	IND	522403	ANDHRA PRADESH
35974	Gurazalla	Guntur	IND	522415	ANDHRA PRADESH
35975	Krosuru	Guntur	IND	522410	ANDHRA PRADESH
35976	Macherla	Guntur	IND	522426	ANDHRA PRADESH
35977	Sattenapalle	Guntur	IND	522435	ANDHRA PRADESH
35978	Medikonduru	Guntur	IND	522438	ANDHRA PRADESH
35979	Muppalla	Guntur	IND	522408	ANDHRA PRADESH
35980	Pedakurapadu	Guntur	IND	522436	ANDHRA PRADESH
35981	Pedakurpadu	Guntur	IND	522402	ANDHRA PRADESH
35982	Piduguralla	Guntur	IND	522413	ANDHRA PRADESH
35983	Narasaraopet	Guntur	IND	522426	ANDHRA PRADESH
35984	Rajupalem	Guntur	IND	522412	ANDHRA PRADESH
35985	Rentachintala	Guntur	IND	522421	ANDHRA PRADESH
35986	Medikonduru	Guntur	IND	522401	ANDHRA PRADESH
35987	Veldurthy	Guntur	IND	522613	ANDHRA PRADESH
35988	Macherla	Guntur	IND	522439	ANDHRA PRADESH
35989	Kanigiri	Prakasam	IND	523111	ANDHRA PRADESH
35990	Kanigiri	Prakasam	IND	523117	ANDHRA PRADESH
35991	Kanigiri	Prakasam	IND	523228	ANDHRA PRADESH
35992	Kanigiri	Prakasam	IND	523230	ANDHRA PRADESH
35993	Kanigiri	Prakasam	IND	523252	ANDHRA PRADESH
35994	Kanigiri	Prakasam	IND	523254	ANDHRA PRADESH
35995	Kanigiri	Prakasam	IND	523253	ANDHRA PRADESH
35996	Kanigiri	Prakasam	IND	523224	ANDHRA PRADESH
35997	Ongole	Prakasam	IND	523201	ANDHRA PRADESH
35998	Ongole	Prakasam	IND	523001	ANDHRA PRADESH
35999	Ongole	Prakasam	IND	523180	ANDHRA PRADESH
36000	Ongole	Prakasam	IND	523226	ANDHRA PRADESH
36001	Ongole	Prakasam	IND	523280	ANDHRA PRADESH
36002	Ongole	Prakasam	IND	523182	ANDHRA PRADESH
36003	Ongole	Prakasam	IND	523303	ANDHRA PRADESH
36004	NA	Prakasam	IND	523171	ANDHRA PRADESH
36005	Chirala	Prakasam	IND	523155	ANDHRA PRADESH
36006	Chirala	Prakasam	IND	523135	ANDHRA PRADESH
36007	Chirala	Prakasam	IND	523157	ANDHRA PRADESH
36008	Chirala	Prakasam	IND	523190	ANDHRA PRADESH
36009	Chirala	Prakasam	IND	523167	ANDHRA PRADESH
36010	Chirala	Prakasam	IND	523166	ANDHRA PRADESH
36011	Chirala	Prakasam	IND	523165	ANDHRA PRADESH
36012	Chirala	Prakasam	IND	523181	ANDHRA PRADESH
36013	Chirala	Prakasam	IND	523168	ANDHRA PRADESH
36014	Chirala	Prakasam	IND	523156	ANDHRA PRADESH
36015	Chirala	Prakasam	IND	523184	ANDHRA PRADESH
36016	Chirala	Prakasam	IND	523169	ANDHRA PRADESH
36017	Vetapalem	Prakasam	IND	523187	ANDHRA PRADESH
36018	Chirala	Prakasam	IND	523185	ANDHRA PRADESH
36019	Chirala	Prakasam	IND	523170	ANDHRA PRADESH
36020	Chirala	Prakasam	IND	523187	ANDHRA PRADESH
36021	Kandukur	Prakasam	IND	523281	ANDHRA PRADESH
36022	Kandukur	Prakasam	IND	523271	ANDHRA PRADESH
36023	Kandukur	Prakasam	IND	523105	ANDHRA PRADESH
36024	Kandukur	Prakasam	IND	523270	ANDHRA PRADESH
36025	Kandukur	Prakasam	IND	523114	ANDHRA PRADESH
36026	Kandukur	Prakasam	IND	523115	ANDHRA PRADESH
36027	Kandukur	Prakasam	IND	523273	ANDHRA PRADESH
36028	Kandukur	Prakasam	IND	523113	ANDHRA PRADESH
36029	Kandukur	Prakasam	IND	523109	ANDHRA PRADESH
36030	Kandukur	Prakasam	IND	523291	ANDHRA PRADESH
36031	Kandukur	Prakasam	IND	523101	ANDHRA PRADESH
36032	Kandukur	Prakasam	IND	523274	ANDHRA PRADESH
36033	Tangutur	Prakasam	IND	523274	ANDHRA PRADESH
36034	Kandukur	Prakasam	IND	523292	ANDHRA PRADESH
36035	Kandukur	Prakasam	IND	523279	ANDHRA PRADESH
36036	Kandukur	Prakasam	IND	523116	ANDHRA PRADESH
36037	Kandukur	Prakasam	IND	523104	ANDHRA PRADESH
36038	Kanigiri	Prakasam	IND	523110	ANDHRA PRADESH
36039	Kanigiri	Prakasam	IND	523112	ANDHRA PRADESH
36040	Kanigiri	Prakasam	IND	523247	ANDHRA PRADESH
36041	Kanigiri	Prakasam	IND	523246	ANDHRA PRADESH
36042	Kanigiri	Prakasam	IND	523227	ANDHRA PRADESH
36043	Kanigiri	Prakasam	IND	523241	ANDHRA PRADESH
36044	Kanigiri	Prakasam	IND	523304	ANDHRA PRADESH
36045	Kanigiri	Prakasam	IND	523223	ANDHRA PRADESH
36046	Kanigiri	Prakasam	IND	523265	ANDHRA PRADESH
36047	Kanigiri	Prakasam	IND	523108	ANDHRA PRADESH
36048	Kanigiri	Prakasam	IND	523245	ANDHRA PRADESH
36049	Ongole	Prakasam	IND	523286	ANDHRA PRADESH
36050	Ongole	Prakasam	IND	523002	ANDHRA PRADESH
36051	Ongole	Prakasam	IND	523211	ANDHRA PRADESH
36052	Ongole	Prakasam	IND	523301	ANDHRA PRADESH
36053	Ongole	Prakasam	IND	523212	ANDHRA PRADESH
36054	Ongole	Prakasam	IND	523261	ANDHRA PRADESH
36055	Ongole	Prakasam	IND	523183	ANDHRA PRADESH
36056	Ongole	Prakasam	IND	523213	ANDHRA PRADESH
36057	Ongole	Prakasam	IND	523302	ANDHRA PRADESH
36058	Ongole	Prakasam	IND	523225	ANDHRA PRADESH
36059	Ongole	Prakasam	IND	523264	ANDHRA PRADESH
36060	Ongole	Prakasam	IND	523263	ANDHRA PRADESH
36061	Ongole	Prakasam	IND	523262	ANDHRA PRADESH
36062	Ongole	Prakasam	IND	523186	ANDHRA PRADESH
36063	Ongole	Prakasam	IND	523260	ANDHRA PRADESH
36064	Rajahmundry (Urban)	East Godavari	IND	533101	ANDHRA PRADESH
36065	Rajahmundry (Urban)	East Godavari	IND	533104	ANDHRA PRADESH
36066	Rajahmundry (Urban)	East Godavari	IND	533103	ANDHRA PRADESH
36067	Devipatnam	East Godavari	IND	533339	ANDHRA PRADESH
36068	Korukonda	East Godavari	IND	533292	ANDHRA PRADESH
36069	NA	East Godavari	IND	533125	ANDHRA PRADESH
36070	Gokavaram	East Godavari	IND	533286	ANDHRA PRADESH
36071	Rajahmundry (Urban)	East Godavari	IND	533105	ANDHRA PRADESH
36072	Rajahmundry Rural	East Godavari	IND	533124	ANDHRA PRADESH
36073	Kadiyam	East Godavari	IND	533126	ANDHRA PRADESH
36074	Korukonda	East Godavari	IND	533289	ANDHRA PRADESH
36075	Korukonda	East Godavari	IND	533290	ANDHRA PRADESH
